Store ID,Product ID,Units Sold_x,Sales Revenue (USD)_x,Discount Percentage,Marketing Spend (USD)_x,Store Location,Product Category,Day of the Week,Holiday Effect,Year,Month,Day,Season,Clothing Subcategory
Spearsland,73978756,9,1480.14,0,187,Albania,Clothing,Sunday,FALSE,2023,4,30,Spring,Kids
Spearsland,71215150,2,1539.59,5,119,Albania,Clothing,Friday,FALSE,2023,3,17,Spring,Men's
Spearsland,8914811,5,1342.44,10,185,Albania,Clothing,Monday,FALSE,2023,7,24,Summer,Women's
Spearsland,29925957,7,4310.11,0,57,Albania,Clothing,Saturday,FALSE,2022,4,30,Spring,Kids
Spearsland,8914811,6,1789.92,0,38,Albania,Clothing,Thursday,FALSE,2023,3,23,Spring,Women's
Spearsland,56183269,5,3057.35,0,0,Albania,Clothing,Thursday,FALSE,2022,7,7,Summer,Women's
Spearsland,50239115,7,3501.61,0,0,Albania,Clothing,Friday,FALSE,2022,1,14,Winter,Women's
Spearsland,71215150,2,1620.62,0,0,Albania,Clothing,Thursday,FALSE,2023,12,14,Winter,Women's
Spearsland,29925957,2,1231.46,0,123,Albania,Clothing,Friday,FALSE,2023,12,15,Winter,Men's
Spearsland,29925957,6,3694.38,0,0,Albania,Clothing,Sunday,FALSE,2022,3,13,Spring,Kids
Spearsland,24102292,9,8544.6,0,0,Albania,Clothing,Wednesday,FALSE,2023,8,2,Summer,Women's
Spearsland,8914811,8,1909.25,20,0,Albania,Clothing,Tuesday,FALSE,2023,10,31,Fall,Women's
Spearsland,18794205,9,6186.51,0,153,Albania,Clothing,Friday,FALSE,2022,4,22,Spring,Kids
Spearsland,29925957,13,8004.49,0,0,Albania,Clothing,Tuesday,FALSE,2022,7,26,Summer,Women's
Spearsland,93691949,3,1557.27,0,0,Albania,Clothing,Wednesday,FALSE,2023,7,12,Summer,Men's
Spearsland,22928719,6,784.92,0,0,Albania,Clothing,Friday,FALSE,2022,6,17,Summer,Kids
Spearsland,29925957,3,1847.19,0,122,Albania,Clothing,Monday,FALSE,2022,8,22,Summer,Kids
Spearsland,93691949,4,2076.36,0,0,Albania,Clothing,Friday,FALSE,2023,12,29,Winter,Kids
Spearsland,18794205,16,10998.24,0,39,Albania,Clothing,Tuesday,FALSE,2023,6,20,Summer,Women's
Spearsland,93691949,6,2647.36,15,134,Albania,Clothing,Sunday,FALSE,2023,3,26,Spring,Kids
Spearsland,29925957,3,1847.19,0,0,Albania,Clothing,Friday,FALSE,2022,11,4,Fall,Women's
Spearsland,29925957,12,7388.76,0,51,Algeria,Clothing,Friday,FALSE,2022,6,3,Summer,Men's
Spearsland,8914811,7,2088.24,0,173,Algeria,Clothing,Thursday,FALSE,2022,6,23,Summer,Kids
Spearsland,93691949,7,3633.63,0,8,Algeria,Clothing,Thursday,FALSE,2022,3,17,Spring,Men's
Spearsland,22928719,2,261.64,0,134,Algeria,Clothing,Sunday,FALSE,2023,1,8,Winter,Women's
Spearsland,24102292,5,4747,0,0,Algeria,Clothing,Sunday,FALSE,2023,1,8,Winter,Women's
Spearsland,29925957,5,3078.65,0,160,Algeria,Clothing,Wednesday,FALSE,2022,10,5,Fall,Women's
Spearsland,18794205,4,2749.56,0,147,Algeria,Clothing,Friday,FALSE,2023,12,1,Winter,Women's
Spearsland,29925957,4,1970.34,20,0,Algeria,Clothing,Thursday,FALSE,2023,5,25,Spring,Men's
Spearsland,73978756,6,789.41,20,63,Algeria,Clothing,Sunday,FALSE,2023,9,24,Fall,Women's
Spearsland,93691949,4,2076.36,0,163,Algeria,Clothing,Saturday,FALSE,2022,10,15,Fall,Women's
Spearsland,73978756,7,1151.22,0,0,Algeria,Clothing,Monday,FALSE,2023,7,3,Summer,Men's
Spearsland,56183269,4,2445.88,0,0,Algeria,Clothing,Monday,FALSE,2023,2,20,Winter,Women's
Spearsland,24102292,3,2848.2,0,17,Algeria,Clothing,Tuesday,FALSE,2023,12,5,Winter,Women's
Spearsland,71215150,3,2430.93,0,0,Algeria,Clothing,Monday,FALSE,2022,2,21,Winter,Men's
Spearsland,93691949,5,2595.45,0,0,Algeria,Clothing,Tuesday,FALSE,2023,8,29,Summer,Women's
Spearsland,8914811,6,1610.93,10,0,Algeria,Clothing,Thursday,FALSE,2023,7,6,Summer,Women's
Spearsland,24102292,3,2848.2,0,32,Algeria,Clothing,Tuesday,FALSE,2023,10,24,Fall,Men's
Spearsland,18794205,6,4124.34,0,0,Algeria,Clothing,Tuesday,FALSE,2022,8,23,Summer,Women's
Spearsland,29925957,6,3694.38,0,121,Algeria,Clothing,Monday,FALSE,2023,2,20,Winter,Women's
Spearsland,56183269,7,4280.29,0,19,Algeria,Clothing,Wednesday,FALSE,2022,4,13,Spring,Men's
Spearsland,24102292,6,5696.4,0,1,American Samoa,Clothing,Wednesday,FALSE,2022,8,10,Summer,Women's
Spearsland,8914811,6,1521.43,15,0,American Samoa,Clothing,Sunday,FALSE,2023,1,1,Winter,Men's
Spearsland,56183269,4,2445.88,0,167,American Samoa,Clothing,Tuesday,FALSE,2023,12,19,Winter,Women's
Spearsland,22928719,8,1046.56,0,31,American Samoa,Clothing,Tuesday,FALSE,2022,10,18,Fall,Kids
Spearsland,8914811,11,3281.52,0,0,American Samoa,Clothing,Saturday,FALSE,2023,3,4,Spring,Men's
Spearsland,71215150,5,4051.55,0,0,American Samoa,Clothing,Friday,FALSE,2023,2,10,Winter,Women's
Spearsland,56183269,5,3057.35,0,11,American Samoa,Clothing,Tuesday,FALSE,2022,8,23,Summer,Women's
Spearsland,93691949,5,2335.91,10,170,American Samoa,Clothing,Saturday,FALSE,2023,4,22,Spring,Kids
Spearsland,73978756,4,657.84,0,0,American Samoa,Clothing,Tuesday,FALSE,2023,2,7,Winter,Women's
Spearsland,18794205,0,0,0,0,American Samoa,Clothing,Wednesday,FALSE,2022,9,21,Fall,Men's
Spearsland,22928719,1,130.82,0,108,American Samoa,Clothing,Friday,FALSE,2023,5,12,Spring,Kids
Spearsland,8914811,3,805.46,10,0,American Samoa,Clothing,Friday,FALSE,2023,9,29,Fall,Kids
Spearsland,56183269,3,1834.41,0,0,American Samoa,Clothing,Monday,FALSE,2022,10,3,Fall,Men's
Spearsland,56183269,4,2445.88,0,157,American Samoa,Clothing,Thursday,FALSE,2022,2,10,Winter,Kids
Spearsland,73978756,3,493.38,0,0,American Samoa,Clothing,Monday,FALSE,2022,8,8,Summer,Women's
Spearsland,29925957,3,1847.19,0,0,American Samoa,Clothing,Tuesday,FALSE,2023,10,10,Fall,Women's
Spearsland,22928719,7,915.74,0,0,American Samoa,Clothing,Wednesday,FALSE,2023,5,31,Spring,Kids
Spearsland,24102292,1,949.4,0,0,American Samoa,Clothing,Monday,FALSE,2023,10,30,Fall,Women's
Spearsland,8914811,8,1909.25,20,0,American Samoa,Clothing,Thursday,FALSE,2022,1,20,Winter,Kids
Spearsland,8914811,12,3579.84,0,114,American Samoa,Clothing,Saturday,FALSE,2022,8,6,Summer,Women's
Spearsland,73978756,4,657.84,0,144,American Samoa,Clothing,Tuesday,FALSE,2023,3,14,Spring,Women's
Spearsland,29925957,9,5541.57,0,0,American Samoa,Clothing,Wednesday,FALSE,2022,7,6,Summer,Men's
Spearsland,93691949,10,5190.9,0,53,American Samoa,Clothing,Thursday,FALSE,2023,5,4,Spring,Women's
Spearsland,22928719,5,654.1,0,0,American Samoa,Clothing,Wednesday,FALSE,2023,1,11,Winter,Women's
Spearsland,56183269,4,2201.29,10,40,American Samoa,Clothing,Wednesday,FALSE,2023,3,8,Spring,Kids
Spearsland,56183269,9,5503.23,0,93,Andorra,Clothing,Thursday,FALSE,2023,3,2,Spring,Women's
Spearsland,93691949,7,3088.59,15,192,Andorra,Clothing,Thursday,FALSE,2022,7,21,Summer,Kids
Spearsland,71215150,7,5672.17,0,5,Andorra,Clothing,Friday,FALSE,2023,7,7,Summer,Women's
Spearsland,93691949,3,1479.41,5,0,Andorra,Clothing,Saturday,FALSE,2022,12,3,Winter,Women's
Spearsland,18794205,5,3436.95,0,0,Andorra,Clothing,Thursday,FALSE,2023,8,10,Summer,Men's
Spearsland,56183269,9,5503.23,0,0,Andorra,Clothing,Saturday,FALSE,2023,7,8,Summer,Women's
Spearsland,29925957,10,4925.84,20,0,Andorra,Clothing,Saturday,FALSE,2022,5,21,Spring,Men's
Spearsland,22928719,5,654.1,0,167,Andorra,Clothing,Tuesday,FALSE,2022,10,25,Fall,Women's
Spearsland,93691949,5,2595.45,0,0,Andorra,Clothing,Thursday,FALSE,2023,8,17,Summer,Kids
Spearsland,71215150,1,688.76,15,0,Andorra,Clothing,Tuesday,FALSE,2023,3,21,Spring,Men's
Spearsland,73978756,7,1151.22,0,0,Andorra,Clothing,Wednesday,FALSE,2023,5,31,Spring,Women's
Spearsland,73978756,2,328.92,0,0,Andorra,Clothing,Tuesday,FALSE,2023,10,3,Fall,Women's
Spearsland,93691949,8,4152.72,0,82,Andorra,Clothing,Friday,FALSE,2023,2,24,Winter,Men's
Spearsland,93691949,10,4931.35,5,0,Andorra,Clothing,Sunday,FALSE,2023,6,25,Summer,Men's
Spearsland,22928719,10,1046.56,20,97,Andorra,Clothing,Tuesday,FALSE,2022,5,31,Spring,Kids
Spearsland,93691949,2,986.27,5,0,Andorra,Clothing,Thursday,FALSE,2023,11,9,Fall,Kids
Spearsland,93691949,2,1038.18,0,0,Angola,Clothing,Sunday,FALSE,2023,10,1,Fall,Women's
Spearsland,56183269,8,4891.76,0,0,Angola,Clothing,Sunday,FALSE,2022,12,4,Winter,Women's
Spearsland,73978756,4,657.84,0,0,Angola,Clothing,Sunday,FALSE,2023,7,30,Summer,Women's
Spearsland,56183269,9,5503.23,0,18,Angola,Clothing,Sunday,FALSE,2022,9,25,Fall,Women's
Spearsland,29925957,6,3140.22,15,0,Angola,Clothing,Thursday,FALSE,2023,6,1,Summer,Women's
Spearsland,56183269,11,6053.55,10,77,Angola,Clothing,Tuesday,FALSE,2022,7,19,Summer,Men's
Spearsland,56183269,1,611.47,0,0,Angola,Clothing,Wednesday,FALSE,2023,6,28,Summer,Women's
Spearsland,56183269,7,3852.26,10,0,Angola,Clothing,Wednesday,FALSE,2022,10,12,Fall,Women's
Spearsland,73978756,4,657.84,0,101,Angola,Clothing,Tuesday,FALSE,2022,4,26,Spring,Women's
Spearsland,73978756,3,493.38,0,86,Angola,Clothing,Wednesday,FALSE,2022,1,12,Winter,Kids
Spearsland,71215150,7,5672.17,0,6,Angola,Clothing,Friday,FALSE,2022,8,12,Summer,Men's
Spearsland,24102292,5,4272.3,10,0,Angola,Clothing,Tuesday,FALSE,2022,1,18,Winter,Women's
Spearsland,24102292,3,2563.38,10,121,Angola,Clothing,Friday,FALSE,2022,5,27,Spring,Women's
Spearsland,73978756,7,1151.22,0,163,Angola,Clothing,Saturday,FALSE,2022,7,9,Summer,Kids
Spearsland,18794205,7,4811.73,0,0,Angola,Clothing,Monday,FALSE,2023,9,18,Fall,Women's
Spearsland,71215150,18,14585.58,0,56,Angola,Clothing,Friday,FALSE,2022,5,6,Spring,Kids
Spearsland,56183269,5,2751.62,10,0,Angola,Clothing,Friday,FALSE,2023,12,15,Winter,Men's
Spearsland,8914811,12,3579.84,0,90,Angola,Clothing,Wednesday,FALSE,2022,4,13,Spring,Women's
Spearsland,29925957,2,1231.46,0,35,Angola,Clothing,Saturday,FALSE,2023,10,14,Fall,Women's
Spearsland,73978756,5,822.3,0,169,Angola,Clothing,Thursday,FALSE,2022,2,17,Winter,Kids
Spearsland,56183269,8,4402.58,10,81,Angola,Clothing,Tuesday,FALSE,2022,3,15,Spring,Kids
Spearsland,18794205,7,4811.73,0,69,Angola,Clothing,Friday,FALSE,2023,6,23,Summer,Women's
Spearsland,18794205,7,4811.73,0,0,Angola,Clothing,Saturday,FALSE,2022,6,18,Summer,Men's
Spearsland,73978756,5,822.3,0,16,Angola,Clothing,Sunday,FALSE,2023,10,8,Fall,Women's
Spearsland,29925957,3,1847.19,0,13,Angola,Clothing,Saturday,FALSE,2023,11,11,Fall,Kids
Spearsland,8914811,3,760.72,15,0,Anguilla,Clothing,Saturday,FALSE,2023,3,11,Spring,Kids
Spearsland,18794205,5,3436.95,0,89,Anguilla,Clothing,Sunday,FALSE,2023,10,15,Fall,Women's
Spearsland,93691949,4,2076.36,0,139,Anguilla,Clothing,Tuesday,FALSE,2022,1,18,Winter,Women's
Spearsland,24102292,9,6835.68,20,0,Anguilla,Clothing,Monday,FALSE,2023,8,21,Summer,Men's
Spearsland,29925957,5,3078.65,0,90,Anguilla,Clothing,Tuesday,FALSE,2022,12,13,Winter,Men's
Spearsland,73978756,7,1151.22,0,0,Anguilla,Clothing,Saturday,FALSE,2023,11,18,Fall,Men's
Spearsland,18794205,6,4124.34,0,0,Anguilla,Clothing,Friday,FALSE,2023,4,14,Spring,Women's
Spearsland,24102292,7,6645.8,0,0,Anguilla,Clothing,Wednesday,FALSE,2022,1,19,Winter,Kids
Spearsland,8914811,6,1431.94,20,132,Anguilla,Clothing,Thursday,FALSE,2023,6,22,Summer,Kids
Spearsland,56183269,11,5380.94,20,0,Anguilla,Clothing,Friday,FALSE,2023,9,29,Fall,Women's
Spearsland,24102292,6,5696.4,0,0,Anguilla,Clothing,Sunday,FALSE,2022,7,10,Summer,Men's
Spearsland,22928719,4,523.28,0,0,Anguilla,Clothing,Tuesday,FALSE,2023,5,16,Spring,Women's
Spearsland,56183269,3,1834.41,0,145,Anguilla,Clothing,Monday,FALSE,2022,9,12,Fall,Women's
Spearsland,18794205,4,2199.65,20,166,Anguilla,Clothing,Wednesday,FALSE,2022,6,22,Summer,Kids
Spearsland,24102292,3,2848.2,0,32,Anguilla,Clothing,Sunday,FALSE,2022,12,4,Winter,Men's
Spearsland,22928719,9,1177.38,0,0,Anguilla,Clothing,Thursday,FALSE,2023,7,27,Summer,Kids
Spearsland,56183269,12,7337.64,0,0,Anguilla,Clothing,Saturday,FALSE,2023,9,23,Fall,Men's
Spearsland,73978756,6,789.41,20,0,Anguilla,Clothing,Wednesday,FALSE,2022,8,10,Summer,Men's
Spearsland,71215150,13,8953.93,15,0,Anguilla,Clothing,Monday,FALSE,2022,7,25,Summer,Kids
Spearsland,93691949,2,1038.18,0,6,Anguilla,Clothing,Saturday,FALSE,2023,2,11,Winter,Kids
Spearsland,24102292,2,1898.8,0,0,Anguilla,Clothing,Monday,FALSE,2023,12,18,Winter,Men's
Spearsland,93691949,3,1557.27,0,129,Anguilla,Clothing,Thursday,FALSE,2023,1,5,Winter,Women's
Spearsland,22928719,9,941.9,20,129,Anguilla,Clothing,Friday,FALSE,2023,8,11,Summer,Men's
Spearsland,71215150,2,1620.62,0,0,Anguilla,Clothing,Saturday,FALSE,2022,1,1,Winter,Women's
Spearsland,24102292,6,5126.76,10,44,Anguilla,Clothing,Tuesday,FALSE,2022,2,1,Winter,Men's
Spearsland,8914811,5,1491.6,0,56,Anguilla,Clothing,Tuesday,FALSE,2023,8,8,Summer,Women's
Spearsland,56183269,2,1222.94,0,0,Anguilla,Clothing,Monday,FALSE,2022,9,5,Fall,Women's
Spearsland,18794205,3,2062.17,0,0,Anguilla,Clothing,Sunday,FALSE,2023,2,26,Winter,Women's
Spearsland,18794205,5,3436.95,0,108,Anguilla,Clothing,Tuesday,FALSE,2022,11,29,Fall,Kids
Spearsland,24102292,4,3417.84,10,0,Antarctica (the territory South of 60 deg S),Clothing,Saturday,FALSE,2023,11,18,Fall,Women's
Spearsland,71215150,13,10534.03,0,0,Antarctica (the territory South of 60 deg S),Clothing,Tuesday,FALSE,2022,5,17,Spring,Women's
Spearsland,22928719,3,392.46,0,0,Antarctica (the territory South of 60 deg S),Clothing,Tuesday,FALSE,2023,12,19,Winter,Women's
Spearsland,71215150,7,5672.17,0,0,Antarctica (the territory South of 60 deg S),Clothing,Monday,FALSE,2022,8,8,Summer,Women's
Spearsland,56183269,5,3057.35,0,0,Antarctica (the territory South of 60 deg S),Clothing,Friday,FALSE,2022,8,5,Summer,Men's
Spearsland,73978756,2,279.58,15,0,Antarctica (the territory South of 60 deg S),Clothing,Thursday,FALSE,2022,12,15,Winter,Men's
Spearsland,24102292,7,5981.22,10,0,Antarctica (the territory South of 60 deg S),Clothing,Sunday,FALSE,2023,11,5,Fall,Kids
Spearsland,71215150,5,4051.55,0,0,Antarctica (the territory South of 60 deg S),Clothing,Tuesday,FALSE,2022,9,27,Fall,Women's
Spearsland,24102292,3,2848.2,0,0,Antarctica (the territory South of 60 deg S),Clothing,Friday,FALSE,2022,9,9,Fall,Women's
Spearsland,24102292,4,3797.6,0,105,Antarctica (the territory South of 60 deg S),Clothing,Thursday,FALSE,2023,6,8,Summer,Men's
Spearsland,22928719,6,784.92,0,154,Antarctica (the territory South of 60 deg S),Clothing,Saturday,FALSE,2023,8,26,Summer,Men's
Spearsland,29925957,9,5541.57,0,127,Antarctica (the territory South of 60 deg S),Clothing,Tuesday,FALSE,2022,8,9,Summer,Women's
Spearsland,93691949,9,4671.81,0,60,Antarctica (the territory South of 60 deg S),Clothing,Thursday,FALSE,2023,8,10,Summer,Kids
Spearsland,71215150,3,2430.93,0,0,Antarctica (the territory South of 60 deg S),Clothing,Wednesday,FALSE,2023,10,11,Fall,Women's
Spearsland,56183269,6,3668.82,0,133,Antarctica (the territory South of 60 deg S),Clothing,Thursday,FALSE,2022,10,6,Fall,Men's
Spearsland,24102292,1,806.99,15,63,Antarctica (the territory South of 60 deg S),Clothing,Monday,FALSE,2022,2,28,Winter,Kids
Spearsland,29925957,5,3078.65,0,61,Antarctica (the territory South of 60 deg S),Clothing,Sunday,FALSE,2022,5,29,Spring,Men's
Spearsland,93691949,3,1557.27,0,140,Antarctica (the territory South of 60 deg S),Clothing,Monday,FALSE,2022,3,7,Spring,Women's
Spearsland,24102292,3,2848.2,0,15,Antarctica (the territory South of 60 deg S),Clothing,Thursday,FALSE,2022,11,10,Fall,Women's
Spearsland,56183269,10,6114.7,0,7,Antarctica (the territory South of 60 deg S),Clothing,Thursday,FALSE,2022,5,19,Spring,Men's
Spearsland,73978756,2,296.03,10,191,Antigua and Barbuda,Clothing,Saturday,FALSE,2023,11,25,Fall,Kids
Spearsland,18794205,3,2062.17,0,0,Antigua and Barbuda,Clothing,Wednesday,FALSE,2022,1,5,Winter,Women's
Spearsland,22928719,3,392.46,0,0,Antigua and Barbuda,Clothing,Saturday,FALSE,2022,11,12,Fall,Women's
Spearsland,24102292,14,13291.6,0,0,Antigua and Barbuda,Clothing,Sunday,FALSE,2022,5,15,Spring,Women's
Spearsland,73978756,1,156.24,5,38,Antigua and Barbuda,Clothing,Friday,FALSE,2023,9,1,Fall,Kids
Spearsland,73978756,2,263.14,20,71,Antigua and Barbuda,Clothing,Thursday,FALSE,2022,1,6,Winter,Women's
Spearsland,24102292,9,8544.6,0,90,Antigua and Barbuda,Clothing,Thursday,FALSE,2022,8,25,Summer,Men's
Spearsland,22928719,9,1059.64,10,132,Antigua and Barbuda,Clothing,Monday,FALSE,2023,2,6,Winter,Men's
Spearsland,29925957,4,2462.92,0,0,Antigua and Barbuda,Clothing,Sunday,FALSE,2022,7,3,Summer,Men's
Spearsland,24102292,1,759.52,20,172,Antigua and Barbuda,Clothing,Thursday,FALSE,2023,10,26,Fall,Kids
Spearsland,73978756,7,1151.22,0,112,Antigua and Barbuda,Clothing,Wednesday,FALSE,2022,9,21,Fall,Kids
Spearsland,22928719,2,261.64,0,190,Antigua and Barbuda,Clothing,Friday,FALSE,2022,2,18,Winter,Women's
Spearsland,24102292,7,6645.8,0,0,Antigua and Barbuda,Clothing,Thursday,FALSE,2023,10,19,Fall,Women's
Spearsland,29925957,6,3694.38,0,0,Antigua and Barbuda,Clothing,Friday,FALSE,2023,5,19,Spring,Women's
Spearsland,18794205,2,1374.78,0,161,Antigua and Barbuda,Clothing,Tuesday,FALSE,2023,8,8,Summer,Men's
Spearsland,73978756,6,838.75,15,188,Antigua and Barbuda,Clothing,Friday,FALSE,2023,4,28,Spring,Kids
Spearsland,18794205,4,2749.56,0,197,Antigua and Barbuda,Clothing,Wednesday,FALSE,2023,11,29,Fall,Women's
Spearsland,24102292,4,3607.72,5,0,Antigua and Barbuda,Clothing,Friday,FALSE,2023,3,3,Spring,Men's
Spearsland,22928719,12,1569.84,0,0,Antigua and Barbuda,Clothing,Saturday,FALSE,2022,4,2,Spring,Men's
Spearsland,18794205,10,6873.9,0,0,Antigua and Barbuda,Clothing,Wednesday,FALSE,2022,4,6,Spring,Women's
Spearsland,18794205,6,4124.34,0,179,Antigua and Barbuda,Clothing,Sunday,FALSE,2023,12,31,Winter,Kids
Spearsland,22928719,9,1177.38,0,0,Antigua and Barbuda,Clothing,Sunday,FALSE,2023,8,20,Summer,Men's
Spearsland,29925957,10,6157.3,0,77,Antigua and Barbuda,Clothing,Thursday,FALSE,2022,4,7,Spring,Men's
Spearsland,73978756,4,559.16,15,6,Antigua and Barbuda,Clothing,Monday,FALSE,2023,1,30,Winter,Kids
Spearsland,29925957,5,2462.92,20,0,Antigua and Barbuda,Clothing,Monday,FALSE,2023,10,2,Fall,Women's
Spearsland,8914811,7,2088.24,0,0,Antigua and Barbuda,Clothing,Friday,FALSE,2022,9,16,Fall,Women's
Spearsland,50239115,6,3001.38,0,0,Antigua and Barbuda,Clothing,Tuesday,FALSE,2022,1,18,Winter,Women's
Spearsland,56183269,10,6114.7,0,0,Antigua and Barbuda,Clothing,Saturday,FALSE,2022,5,14,Spring,Women's
Spearsland,56183269,6,3118.5,15,0,Antigua and Barbuda,Clothing,Tuesday,FALSE,2023,1,3,Winter,Kids
Spearsland,8914811,8,2386.56,0,0,Antigua and Barbuda,Clothing,Saturday,FALSE,2022,10,1,Fall,Kids
Spearsland,8914811,2,566.81,5,19,Antigua and Barbuda,Clothing,Sunday,FALSE,2022,3,13,Spring,Men's
Spearsland,56183269,4,2323.59,5,0,Antigua and Barbuda,Clothing,Tuesday,FALSE,2023,4,18,Spring,Women's
Spearsland,18794205,3,1649.74,20,115,Antigua and Barbuda,Clothing,Wednesday,FALSE,2022,11,23,Fall,Men's
Spearsland,8914811,4,1193.28,0,0,Antigua and Barbuda,Clothing,Sunday,FALSE,2023,7,9,Summer,Women's
Spearsland,22928719,1,130.82,0,0,Antigua and Barbuda,Clothing,Monday,FALSE,2023,12,18,Winter,Women's
Spearsland,71215150,5,3848.97,5,187,Antigua and Barbuda,Clothing,Thursday,FALSE,2022,9,29,Fall,Women's
Spearsland,93691949,12,6229.08,0,0,Antigua and Barbuda,Clothing,Saturday,FALSE,2022,5,7,Spring,Women's
Spearsland,8914811,3,894.96,0,0,Antigua and Barbuda,Clothing,Wednesday,FALSE,2023,10,11,Fall,Women's
Spearsland,18794205,6,4124.34,0,0,Antigua and Barbuda,Clothing,Tuesday,FALSE,2023,8,29,Summer,Men's
Spearsland,22928719,4,523.28,0,41,Antigua and Barbuda,Clothing,Wednesday,FALSE,2023,5,3,Spring,Men's
Spearsland,29925957,7,4094.6,5,0,Antigua and Barbuda,Clothing,Wednesday,FALSE,2023,12,20,Winter,Kids
Spearsland,29925957,4,2462.92,0,0,Argentina,Clothing,Wednesday,FALSE,2023,5,3,Spring,Women's
Spearsland,93691949,3,1245.82,20,0,Argentina,Clothing,Tuesday,FALSE,2022,12,6,Winter,Men's
Spearsland,56183269,7,4280.29,0,0,Argentina,Clothing,Monday,FALSE,2022,5,9,Spring,Women's
Spearsland,8914811,5,1342.44,10,146,Argentina,Clothing,Friday,FALSE,2022,11,4,Fall,Women's
